53
512,147,28,32,1,1,0.809464098,8,1,14,4,1,1,1,2,3,2,1,1,1,1,32,49,1,8,1,1,1
128,520,28,32,1,1,0.91900037,1,2,4,1,1,1,1,4,2,7,4,1,1,1,32,130,1,8,1,1,1
128,128,28,32,3,3,0.796101239,4,1,4,2,1,1,1,1,1,7,2,3,3,1,32,128,1,8,1,1,1
512,166,28,32,1,1,0.78343721,16,1,14,2,1,1,1,1,2,2,2,1,1,1,32,83,1,8,1,1,1
128,568,28,32,1,1,0.911802732,1,4,2,2,1,1,1,4,2,14,2,1,1,1,32,71,1,8,1,1,1
128,130,28,32,3,3,0.7117191,2,2,2,4,1,1,1,2,1,14,1,3,3,1,32,65,1,8,1,1,1
512,240,28,32,1,1,0.916454378,4,2,14,1,1,1,1,4,2,2,4,1,1,1,32,60,1,8,1,1,1
256,534,28,32,1,1,0.981204327,1,2,7,1,1,1,1,8,3,4,4,1,1,1,32,89,1,8,1,1,1
256,256,28,32,3,3,0.896664651,8,4,1,4,1,1,1,1,64,28,1,3,3,1,32,1,1,8,1,1,1
1056,288,14,16,1,1,0.875578787,11,6,2,2,1,1,1,3,2,7,1,1,1,1,32,24,1,8,1,1,1
1120,516,28,32,1,1,0.981204327,5,2,14,1,1,1,1,7,3,2,4,1,1,1,32,86,1,8,1,1,1
256,1059,14,16,1,1,0.84371698,2,3,14,2,1,1,1,4,1,1,1,1,1,1,32,353,1,8,1,1,1
256,276,14,16,3,3,0.813822471,4,4,2,1,1,1,1,2,1,7,2,3,3,1,32,69,1,8,1,1,1
1024,261,14,16,1,1,0.726190542,8,1,1,2,1,1,1,4,3,14,1,1,1,1,32,87,1,8,1,1,1
256,1034,14,16,1,1,0.865144984,2,2,7,1,1,1,1,4,11,2,2,1,1,1,32,47,1,8,1,1,1
256,272,14,16,3,3,0.642594559,4,4,1,2,1,1,1,2,4,14,1,3,3,1,32,17,1,8,1,1,1
1024,306,14,16,1,1,0.776609682,4,3,2,1,1,1,1,8,6,7,2,1,1,1,32,17,1,8,1,1,1
256,1038,14,16,1,1,0.848400451,1,3,1,2,1,1,1,8,1,14,1,1,1,1,32,346,1,8,1,1,1
256,258,14,16,3,3,0.63186287,8,43,1,2,1,1,1,1,6,14,1,3,3,1,32,1,1,8,1,1,1
1024,276,14,16,1,1,0.712725802,4,2,2,1,1,1,1,8,2,7,2,1,1,1,32,69,1,8,1,1,1
256,1060,14,16,1,1,0.8501646,2,2,2,2,1,1,1,4,2,7,1,1,1,1,32,265,1,8,1,1,1
256,256,14,16,3,3,0.514670747,1,1,2,2,1,3,1,8,2,7,1,3,1,1,32,128,1,8,1,1,1
1056,264,14,16,1,1,0.853324715,11,2,1,1,1,1,1,3,2,14,2,1,1,1,32,66,1,8,1,1,1
256,1060,14,16,1,1,0.853105818,1,4,2,1,1,1,1,8,5,7,2,1,1,1,32,53,1,8,1,1,1
256,256,14,16,3,3,0.540075059,8,1,2,1,1,1,1,1,4,7,2,3,3,1,32,64,1,8,1,1,1
1024,288,15,16,1,1,0.899194552,4,2,3,1,1,1,1,8,6,5,2,1,1,1,32,24,1,8,1,1,1
512,1072,14,16,1,1,0.951958066,16,2,2,1,1,1,1,1,4,7,2,1,1,1,32,134,1,8,1,1,1
512,522,14,16,3,3,0.663586433,16,3,1,1,3,1,1,1,2,14,2,1,3,1,32,87,1,8,1,1,1
2080,525,7,8,1,1,0.639609709,5,5,1,1,1,1,1,13,5,7,1,1,1,1,32,21,1,8,1,1,1
2048,1068,14,16,1,1,0.951958066,16,3,7,1,1,1,1,4,2,2,2,1,1,1,32,178,1,8,1,1,1
512,2106,7,8,1,1,0.662899274,4,2,1,1,1,1,1,4,27,7,1,1,1,1,32,39,1,8,1,1,1
512,531,7,8,3,3,0.577724302,16,3,1,1,1,1,1,1,3,7,1,3,3,1,32,59,1,8,1,1,1
2176,520,7,8,1,1,0.521367738,4,2,1,1,1,1,1,17,65,7,1,1,1,1,32,4,1,8,1,1,1
512,2160,7,8,1,1,0.605937929,2,2,1,1,1,1,1,8,2,7,1,1,1,1,32,540,1,8,1,1,1
512,528,7,8,3,3,0.460350592,16,2,1,1,1,1,1,1,2,7,1,3,3,1,32,132,1,8,1,1,1
2048,536,7,8,1,1,0.604857271,4,2,1,1,1,1,1,16,4,7,1,1,1,1,32,67,1,8,1,1,1
